major_special_id,major_code,major_name,major_type,major_level2,major_level3,evaluation_label,is_new_quality_productivity_major,directions,confidence,score,rationale,tier1_examples,tier1_offer_count,tier1_interpretation,tier2_examples,tier2_offer_count,tier2_interpretation,tier3_examples,tier3_offer_count,tier3_interpretation,policy_source_ids,policy_evidence_excerpt,official_major_source,sample_basis,estimation_note,needs_review
9049,500212,新能源汽车检测与维修技术,专科(高职),交通运输大类,道路运输类,是,是,advanced_manufacturing;green_low_carbon,high,7,专业名称/专业类直接命中新质生产力方向关键词；专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为advanced_manufacturing;green_low_carbon。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；更偏工程转化、区域产业链和特色学科建设，方向为advanced_manufacturing;green_low_carbon。,青海职业技术大学/青海/排名879；台州职业技术学院/浙江；四川长江职业学院/四川,3,普通应用/职业供给高校中有开设样本；更偏岗位技能、应用场景落地和产业人才供给，方向为advanced_manufacturing;green_low_carbon。,ndrc_15th_five_year_plan_2026;ndrc_15th_five_year_plan_2026,advanced_manufacturing: 国家发展改革委/2026/高端装备 - 机器人、生物医药、高端装备、航空航天等战略性新兴产业发展， | green_low_carbon: 国家发展改革委/2026/绿色低碳 - 至 79 岁以上，脱贫攻坚成果巩固拓展。绿色低碳转型步伐加快，,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校；这些层级仅按专业属性和政策证据估算。,否
723,500301,航海技术,专科(高职),交通运输大类,水上运输类,否,否,,low,0,未命中已抓取政策方向词、专业类规则或官方新兴候选证据,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,江苏海事职业技术学院/江苏；浙江交通职业技术学院/浙江；青岛港湾职业技术学院/山东,3,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,安徽交通职业技术学院/安徽；青岛远洋船员职业学院/山东,2,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知；官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校；这些层级仅按专业属性和政策证据估算。,是
729,500302,港口与航道工程技术,专科(高职),交通运输大类,水上运输类,否,否,,low,0,未命中已抓取政策方向词、专业类规则或官方新兴候选证据,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,青岛港湾职业技术学院/山东,1,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,,,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,是
732,500303,轮机工程技术,专科(高职),交通运输大类,水上运输类,否,否,,low,0,未命中已抓取政策方向词、专业类规则或官方新兴候选证据,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,江苏海事职业技术学院/江苏；浙江交通职业技术学院/浙江；青岛港湾职业技术学院/山东,3,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,浙江国际海运职业技术学院/浙江；青岛远洋船员职业学院/山东,2,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,,,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校；这些层级仅按专业属性和政策证据估算。,是
724,500304,国际邮轮乘务管理,专科(高职),交通运输大类,水上运输类,弱相关,相关,digital_economy,low,1,专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为digital_economy。,武汉交通职业学院/湖北,1,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为digital_economy。,浙江国际海运职业技术学院/浙江；浙江旅游职业学院/浙江,2,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为digital_economy。,ndrc_ai_bidding_2026,digital_economy: 国家发展改革委等部门/2026/数据资源 - ...升级机制，及时更新数据集和知识库，运用招标投标专业数据进行针对性训练，不断优化模型算法，提升模型精准度。要建立用户评价反馈机制，及时收集、处理用户需求，完善应用功能，以用户反馈驱动模型迭代优化。 （十一）健全应用机制。 各地要加强人工智能应用与招标投标全流程各环节的衔接，健全模型生成内容的转化应用机制，保障模型充分发挥作用。坚持技术的辅助性定位，模型生成的结论不替代招标人、招标代理机构、投标人、评标专家等的自主判断，不改变使...,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校；这些层级仅按专业属性和政策证据估算。,是
9050,500305,水路运输安全管理,专科(高职),交通运输大类,水上运输类,否,否,,low,0,未命中已抓取政策方向词、专业类规则或官方新兴候选证据,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,,,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,是
9172,500306,港口机械与智能控制,专科(高职),交通运输大类,水上运输类,是,是,artificial_intelligence;advanced_manufacturing;digital_economy,high,7,专业名称/专业类直接命中新质生产力方向关键词；专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为artificial_intelligence;advanced_manufacturing;digital_economy。,青岛港湾职业技术学院/山东,1,区域重点/特色优势高校中有开设样本；更偏工程转化、区域产业链和特色学科建设，方向为artificial_intelligence;advanced_manufacturing;digital_economy。,北海职业学院/广西,1,普通应用/职业供给高校中有开设样本；更偏岗位技能、应用场景落地和产业人才供给，方向为artificial_intelligence;advanced_manufacturing;digital_economy。,ndrc_ai_bidding_2026;ndrc_15th_five_year_plan_2026;ndrc_ai_bidding_2026,artificial_intelligence: 国家发展改革委等部门/2026/人工智能 - 关于加快招标投标领域人工智能推广应用的实施意见(发改法规〔2026〕195号) | advanced_manufacturing: 国家发展改革委/2026/高端装备 - 机器人、生物医药、高端装备、航空航天等战略性新兴产业发展， | digital_economy: 国家发展改革委等部门/2026/数据资源 - ...升级机制，及时更新数据集和知识库，运用招标投标专业数据进行针对性训练，不断优化模型算法，提升模型精准度。要建立用户评价反馈机制，及时收集、处理用户需求，完善应用功能，以用户反馈驱动模型迭代优化。 （十一）健全应用机制。 各地要加强人工智能应用与招标投标全流程各环节的衔接，健全模型生成内容的转化应用机制，保障模型充分发挥作用。坚持技术的辅助性定位，模型生成的结论不替代招标人、招标代理机构、投标人、评标专家等的自主判断，不改变使...,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校；这些层级仅按专业属性和政策证据估算。,否
730,500307,港口与航运管理,专科(高职),交通运输大类,水上运输类,否,否,,low,0,未命中已抓取政策方向词、专业类规则或官方新兴候选证据,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,浙江交通职业技术学院/浙江；青岛港湾职业技术学院/山东,2,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,浙江国际海运职业技术学院/浙江；青岛远洋船员职业学院/山东,2,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,,,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校；这些层级仅按专业属性和政策证据估算。,是
725,500308,船舶电子电气技术,专科(高职),交通运输大类,水上运输类,弱相关,相关,advanced_manufacturing;green_low_carbon,low,2,专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;green_low_carbon。,武汉船舶职业技术学院/湖北,1,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;green_low_carbon。,安徽国防科技职业学院/安徽,1,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;green_low_carbon。,ndrc_15th_five_year_plan_2026;ndrc_15th_five_year_plan_2026,advanced_manufacturing: 国家发展改革委/2026/高端装备 - 机器人、生物医药、高端装备、航空航天等战略性新兴产业发展， | green_low_carbon: 国家发展改革委/2026/绿色低碳 - 至 79 岁以上，脱贫攻坚成果巩固拓展。绿色低碳转型步伐加快，,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校；这些层级仅按专业属性和政策证据估算。,是
726,500309,船舶检验,专科(高职),交通运输大类,水上运输类,弱相关,相关,advanced_manufacturing,low,1,专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,ndrc_15th_five_year_plan_2026,advanced_manufacturing: 国家发展改革委/2026/高端装备 - 机器人、生物医药、高端装备、航空航天等战略性新兴产业发展，,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,是
735,500310,集装箱运输管理,专科(高职),交通运输大类,水上运输类,弱相关,相关,green_low_carbon,low,1,专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为green_low_carbon。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为green_low_carbon。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为green_low_carbon。,ndrc_15th_five_year_plan_2026,green_low_carbon: 国家发展改革委/2026/绿色低碳 - 至 79 岁以上，脱贫攻坚成果巩固拓展。绿色低碳转型步伐加快，,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,是
9051,500401,民航运输服务,专科(高职),交通运输大类,航空运输类,相关,相关,digital_economy;low_altitude_economy,medium,4,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为digital_economy;low_altitude_economy。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为digital_economy;low_altitude_economy。,三亚航空旅游职业学院/海南,1,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为digital_economy;low_altitude_economy。,ndrc_ai_bidding_2026;ndrc_low_altitude_insurance_2026,digital_economy: 国家发展改革委等部门/2026/数据资源 - ...升级机制，及时更新数据集和知识库，运用招标投标专业数据进行针对性训练，不断优化模型算法，提升模型精准度。要建立用户评价反馈机制，及时收集、处理用户需求，完善应用功能，以用户反馈驱动模型迭代优化。 （十一）健全应用机制。 各地要加强人工智能应用与招标投标全流程各环节的衔接，健全模型生成内容的转化应用机制，保障模型充分发挥作用。坚持技术的辅助性定位，模型生成的结论不替代招标人、招标代理机构、投标人、评标专家等的自主判断，不改变使... | low_altitude_economy: 国家发展改革委/金融监管总局/中国民航局/2026/低空经济 - ...页 > 政务公开 > 政策 > 通知 关于推动低空保险高质量发展的实施意见(发改低空〔2026〕123号) 发布时间：2026/02/12 来源： 低空司 [ 打印 ] 国家发展改革委 金融监管总局 中国民航局 关于推动低空保险高质量发展的实施意见 发改低空〔2026〕123号 各省、自治区、直辖市及计划单列市、新疆生产建设兵团发展改革委，各金融监管局，民航各地区管理局： 低空保险是以保障低空飞行活动为核心，为低空航空器制造...,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校；这些层级仅按专业属性和政策证据估算。,否
737,500402,民航通信技术,专科(高职),交通运输大类,航空运输类,相关,相关,commercial_space;low_altitude_economy;digital_economy,medium,4,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为commercial_space;low_altitude_economy;digital_economy。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为commercial_space;low_altitude_economy;digital_economy。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为commercial_space;low_altitude_economy;digital_economy。,ndrc_15th_five_year_plan_2026;ndrc_low_altitude_insurance_2026;ndrc_ai_bidding_2026,commercial_space: 国家发展改革委/2026/航空航天 - 机器人、生物医药、高端装备、航空航天等战略性新兴产业发展， | low_altitude_economy: 国家发展改革委/金融监管总局/中国民航局/2026/低空经济 - ...页 > 政务公开 > 政策 > 通知 关于推动低空保险高质量发展的实施意见(发改低空〔2026〕123号) 发布时间：2026/02/12 来源： 低空司 [ 打印 ] 国家发展改革委 金融监管总局 中国民航局 关于推动低空保险高质量发展的实施意见 发改低空〔2026〕123号 各省、自治区、直辖市及计划单列市、新疆生产建设兵团发展改革委，各金融监管局，民航各地区管理局： 低空保险是以保障低空飞行活动为核心，为低空航空器制造... | digital_economy: 国家发展改革委等部门/2026/数据资源 - ...升级机制，及时更新数据集和知识库，运用招标投标专业数据进行针对性训练，不断优化模型算法，提升模型精准度。要建立用户评价反馈机制，及时收集、处理用户需求，完善应用功能，以用户反馈驱动模型迭代优化。 （十一）健全应用机制。 各地要加强人工智能应用与招标投标全流程各环节的衔接，健全模型生成内容的转化应用机制，保障模型充分发挥作用。坚持技术的辅助性定位，模型生成的结论不替代招标人、招标代理机构、投标人、评标专家等的自主判断，不改变使...,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
738,500403,定翼机驾驶技术,专科(高职),交通运输大类,航空运输类,相关,相关,low_altitude_economy,medium,3,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为low_altitude_economy。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为low_altitude_economy。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为low_altitude_economy。,ndrc_low_altitude_insurance_2026,low_altitude_economy: 国家发展改革委/金融监管总局/中国民航局/2026/低空经济 - ...页 > 政务公开 > 政策 > 通知 关于推动低空保险高质量发展的实施意见(发改低空〔2026〕123号) 发布时间：2026/02/12 来源： 低空司 [ 打印 ] 国家发展改革委 金融监管总局 中国民航局 关于推动低空保险高质量发展的实施意见 发改低空〔2026〕123号 各省、自治区、直辖市及计划单列市、新疆生产建设兵团发展改革委，各金融监管局，民航各地区管理局： 低空保险是以保障低空飞行活动为核心，为低空航空器制造...,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
739,500404,直升机驾驶技术,专科(高职),交通运输大类,航空运输类,相关,相关,low_altitude_economy,medium,3,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为low_altitude_economy。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为low_altitude_economy。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为low_altitude_economy。,ndrc_low_altitude_insurance_2026,low_altitude_economy: 国家发展改革委/金融监管总局/中国民航局/2026/低空经济 - ...页 > 政务公开 > 政策 > 通知 关于推动低空保险高质量发展的实施意见(发改低空〔2026〕123号) 发布时间：2026/02/12 来源： 低空司 [ 打印 ] 国家发展改革委 金融监管总局 中国民航局 关于推动低空保险高质量发展的实施意见 发改低空〔2026〕123号 各省、自治区、直辖市及计划单列市、新疆生产建设兵团发展改革委，各金融监管局，民航各地区管理局： 低空保险是以保障低空飞行活动为核心，为低空航空器制造...,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
740,500405,空中乘务,专科(高职),交通运输大类,航空运输类,相关,相关,low_altitude_economy,medium,3,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为low_altitude_economy。,海口经济学院/海南/排名1263,1,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为low_altitude_economy。,云南工商学院/云南/排名1088；三亚航空旅游职业学院/海南；安徽中澳科技职业学院/安徽；山东旅游职业学院/山东；新疆职业大学/新疆,8,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为low_altitude_economy。,ndrc_low_altitude_insurance_2026,low_altitude_economy: 国家发展改革委/金融监管总局/中国民航局/2026/低空经济 - ...页 > 政务公开 > 政策 > 通知 关于推动低空保险高质量发展的实施意见(发改低空〔2026〕123号) 发布时间：2026/02/12 来源： 低空司 [ 打印 ] 国家发展改革委 金融监管总局 中国民航局 关于推动低空保险高质量发展的实施意见 发改低空〔2026〕123号 各省、自治区、直辖市及计划单列市、新疆生产建设兵团发展改革委，各金融监管局，民航各地区管理局： 低空保险是以保障低空飞行活动为核心，为低空航空器制造...,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校；这些层级仅按专业属性和政策证据估算。,否
741,500406,民航安全技术管理,专科(高职),交通运输大类,航空运输类,相关,相关,commercial_space;digital_economy;low_altitude_economy,medium,4,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为commercial_space;digital_economy;low_altitude_economy。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为commercial_space;digital_economy;low_altitude_economy。,浙江育英职业技术学院/浙江,1,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为commercial_space;digital_economy;low_altitude_economy。,ndrc_15th_five_year_plan_2026;ndrc_ai_bidding_2026;ndrc_low_altitude_insurance_2026,commercial_space: 国家发展改革委/2026/航空航天 - 机器人、生物医药、高端装备、航空航天等战略性新兴产业发展， | digital_economy: 国家发展改革委等部门/2026/数据资源 - ...升级机制，及时更新数据集和知识库，运用招标投标专业数据进行针对性训练，不断优化模型算法，提升模型精准度。要建立用户评价反馈机制，及时收集、处理用户需求，完善应用功能，以用户反馈驱动模型迭代优化。 （十一）健全应用机制。 各地要加强人工智能应用与招标投标全流程各环节的衔接，健全模型生成内容的转化应用机制，保障模型充分发挥作用。坚持技术的辅助性定位，模型生成的结论不替代招标人、招标代理机构、投标人、评标专家等的自主判断，不改变使... | low_altitude_economy: 国家发展改革委/金融监管总局/中国民航局/2026/低空经济 - ...页 > 政务公开 > 政策 > 通知 关于推动低空保险高质量发展的实施意见(发改低空〔2026〕123号) 发布时间：2026/02/12 来源： 低空司 [ 打印 ] 国家发展改革委 金融监管总局 中国民航局 关于推动低空保险高质量发展的实施意见 发改低空〔2026〕123号 各省、自治区、直辖市及计划单列市、新疆生产建设兵团发展改革委，各金融监管局，民航各地区管理局： 低空保险是以保障低空飞行活动为核心，为低空航空器制造...,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校；这些层级仅按专业属性和政策证据估算。,否
742,500407,民航空中安全保卫,专科(高职),交通运输大类,航空运输类,相关,相关,low_altitude_economy,medium,3,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为low_altitude_economy。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为low_altitude_economy。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为low_altitude_economy。,ndrc_low_altitude_insurance_2026,low_altitude_economy: 国家发展改革委/金融监管总局/中国民航局/2026/低空经济 - ...页 > 政务公开 > 政策 > 通知 关于推动低空保险高质量发展的实施意见(发改低空〔2026〕123号) 发布时间：2026/02/12 来源： 低空司 [ 打印 ] 国家发展改革委 金融监管总局 中国民航局 关于推动低空保险高质量发展的实施意见 发改低空〔2026〕123号 各省、自治区、直辖市及计划单列市、新疆生产建设兵团发展改革委，各金融监管局，民航各地区管理局： 低空保险是以保障低空飞行活动为核心，为低空航空器制造...,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
9052,500408,机场运行服务与管理,专科(高职),交通运输大类,航空运输类,相关,相关,low_altitude_economy,medium,3,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为low_altitude_economy。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为low_altitude_economy。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为low_altitude_economy。,ndrc_low_altitude_insurance_2026,low_altitude_economy: 国家发展改革委/金融监管总局/中国民航局/2026/低空经济 - ...页 > 政务公开 > 政策 > 通知 关于推动低空保险高质量发展的实施意见(发改低空〔2026〕123号) 发布时间：2026/02/12 来源： 低空司 [ 打印 ] 国家发展改革委 金融监管总局 中国民航局 关于推动低空保险高质量发展的实施意见 发改低空〔2026〕123号 各省、自治区、直辖市及计划单列市、新疆生产建设兵团发展改革委，各金融监管局，民航各地区管理局： 低空保险是以保障低空飞行活动为核心，为低空航空器制造...,官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
