special_id,专业代码,专业名称,专业类型,门类/大类,专业类,学位,学制,软科专业排名,平均薪资,五年平均薪资,语文要求,数学要求,英语要求,物理要求,化学要求,生物要求,政治要求,历史要求,地理要求,主要求学科,整体学科画像,评分依据简述,课程介绍覆盖,专业介绍来源,新质生产力标签,新质方向,新质判断可信度,第1层开设数,第1层样例学校,第1层适配解读,第2层开设数,第2层样例学校,第2层适配解读,第3层开设数,第3层样例学校,第3层适配解读
8710,090702T,草坪科学与工程,本科(普通),农学,草学类,农学学士,四年,,0.0,0.0,3,2,3,1,4,5,1,1,3,生物、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农学类：生物、化学、地理生态和生产理解重要；专业名称/专业类显示生命、医学、农业或健康方向；该方向对生命科学或医学基础要求很高,否,,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
354,410101,种子生产与经营,专科(高职),农林牧渔大类,农业类,,三年,,92000.0,7200.0,3,4,2,1,4,5,1,1,3,生物、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练；课程文本含生命科学或医学基础训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=704,弱相关,bio_manufacturing,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,1,湖南生物机电职业技术学院/湖南,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约1；本层开设样例：湖南生物机电职业技术学院/湖南。,4,酒泉职业技术大学/甘肃/排名964；怀化职业技术学院/湖南；河南农业职业学院/河南,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约4；本层开设样例：酒泉职业技术大学/甘肃/排名964；怀化职业技术学院/湖南；河南农业职业学院/河南。
8905,410102,作物生产与经营管理,专科(高职),农林牧渔大类,农业类,,三年,,126563.0,8000.0,4,4,2,1,4,5,1,1,3,生物、语文、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含数学/统计/算法训练；课程文本含生命科学或医学基础训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=1724,弱相关,bio_manufacturing,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、语文、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,2,江苏农林职业技术学院/江苏；西藏职业技术学院/西藏,第2层更看学科基础与区域行业应用结合，核心学科为生物、语文、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约2；本层开设样例：江苏农林职业技术学院/江苏；西藏职业技术学院/西藏。,2,广西农业职业技术大学/广西/排名737；云南农业职业技术学院/云南,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、语文、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约2；本层开设样例：广西农业职业技术大学/广西/排名737；云南农业职业技术学院/云南。
356,410103,现代农业技术,专科(高职),农林牧渔大类,农业类,,三年,,117422.0,9400.0,3,4,2,1,4,5,1,1,3,生物、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练；课程文本含化学、药学或仪器分析训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=706,弱相关,bio_manufacturing;digital_economy;green_low_carbon;low_altitude_economy,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,1,常德职业技术学院/湖南,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：常德职业技术学院/湖南。
358,410104,生态农业技术,专科(高职),农林牧渔大类,农业类,,三年,,133638.0,10800.0,3,4,2,1,4,5,1,1,4,生物、数学、化学、地理,空间环境型：适合地理空间理解好，同时能做数学/物理建模、测绘、规划或资源环境分析的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示生命、医学、农业或健康方向；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向；课程文本含数学/统计/算法训练；课程文本含化学、药学或仪器分析训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=708,弱相关,bio_manufacturing;digital_economy,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学、地理；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学、地理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,1,贵州农业职业学院/贵州,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学、地理；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：贵州农业职业学院/贵州。
359,410105,园艺技术,专科(高职),农林牧渔大类,农业类,,三年,,90750.0,13400.0,3,2,2,1,4,5,1,1,3,生物、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示生命、医学、农业或健康方向,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=709,弱相关,green_low_carbon;digital_economy,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,3,江苏农林职业技术学院/江苏；湖南生物机电职业技术学院/湖南；许昌职业技术学院/河南,第2层更看学科基础与区域行业应用结合，核心学科为生物、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约3；本层开设样例：江苏农林职业技术学院/江苏；湖南生物机电职业技术学院/湖南；许昌职业技术学院/河南。,14,金华职业技术大学/浙江/排名724；广西农业职业技术大学/广西/排名737；扬州职业技术大学/江苏/排名860,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约14；本层开设样例：金华职业技术大学/浙江/排名724；广西农业职业技术大学/广西/排名737；扬州职业技术大学/江苏/排名860。
360,410106,植物保护与检疫技术,专科(高职),农林牧渔大类,农业类,,三年,,116295.0,9300.0,3,4,2,1,4,5,1,1,3,生物、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示生命、医学、农业或健康方向；该方向对生命科学或医学基础要求很高；课程文本含数学/统计/算法训练；课程文本含生命科学或医学基础训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=710,弱相关,low_altitude_economy,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,3,伊犁职业技术学院/新疆；安庆职业技术学院/安徽；河南农业职业学院/河南,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约3；本层开设样例：伊犁职业技术学院/新疆；安庆职业技术学院/安徽；河南农业职业学院/河南。
8906,410107,茶叶生产与加工技术,专科(高职),农林牧渔大类,农业类,,三年,,96056.0,10200.0,3,4,2,1,4,5,1,1,3,生物、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=1726,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,1,广西职业技术学院/广西,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约1；本层开设样例：广西职业技术学院/广西。,2,滇西科技师范学院/云南/排名699；梧州职业学院/广西,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约2；本层开设样例：滇西科技师范学院/云南/排名699；梧州职业学院/广西。
8907,410108,中草药栽培与加工技术,专科(高职),农林牧渔大类,农业类,,三年,,118320.0,15000.0,3,4,2,1,4,5,1,1,3,生物、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练；课程文本含生命科学或医学基础训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=1727,弱相关,digital_economy,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,2,广西农业职业技术大学/广西/排名737；云南农业职业技术学院/云南,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约2；本层开设样例：广西农业职业技术大学/广西/排名737；云南农业职业技术学院/云南。
8908,410109,烟草栽培与加工技术,专科(高职),农林牧渔大类,农业类,,三年,,99816.0,13600.0,3,4,2,1,4,5,1,1,3,生物、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练；课程文本含生命科学或医学基础训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=1728,弱相关,bio_manufacturing,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,1,玉溪农业职业技术学院/云南,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：玉溪农业职业技术学院/云南。
8909,410110,饲草生产技术,专科(高职),农林牧渔大类,农业类,,三年,,103222.0,0.0,3,4,2,1,4,5,1,1,3,生物、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=1898,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
8910,410111,食用菌生产与加工技术,专科(高职),农林牧渔大类,农业类,,三年,,89560.0,0.0,3,4,2,1,4,5,1,1,3,生物、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练；课程文本含生命科学或医学基础训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2055,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
355,410112,设施农业与装备,专科(高职),农林牧渔大类,农业类,,三年,,0.0,16200.0,3,4,2,4,4,5,1,1,3,生物、数学、物理、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练；课程文本含物理、力学、电路或控制训练；课程文本含生命科学或医学基础训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=705,弱相关,advanced_manufacturing;artificial_intelligence;bio_manufacturing;digital_economy;low_altitude_economy,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、物理、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、物理、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,1,滇西科技师范学院/云南/排名699,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、物理、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：滇西科技师范学院/云南/排名699。
8911,410113,现代农业装备应用技术,专科(高职),农林牧渔大类,农业类,,三年,,98621.0,14300.0,3,4,2,4,4,5,1,1,3,生物、数学、物理、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练；课程文本含物理、力学、电路或控制训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=1871,弱相关,green_low_carbon;advanced_manufacturing;artificial_intelligence;bio_manufacturing;low_altitude_economy,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、物理、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、物理、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、物理、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
365,410114,农产品加工与质量检测,专科(高职),农林牧渔大类,农业类,,三年,,0.0,6800.0,3,4,2,1,4,5,1,1,3,生物、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示化学、材料、药品或质量检测方向；课程文本含数学/统计/算法训练；课程文本含化学、药学或仪器分析训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=715,弱相关,green_low_carbon,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,1,浙江经贸职业技术学院/浙江,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约1；本层开设样例：浙江经贸职业技术学院/浙江。,1,云南农业职业技术学院/云南,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：云南农业职业技术学院/云南。
8912,410115,绿色食品生产技术,专科(高职),农林牧渔大类,农业类,,三年,,92753.0,7500.0,3,4,2,1,4,5,1,1,3,生物、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示化学、材料、药品或质量检测方向；课程文本含数学/统计/算法训练；课程文本含化学、药学或仪器分析训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=1729,弱相关,digital_economy;artificial_intelligence,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,4,陕西农林职业技术大学/陕西/排名886；丽水职业技术学院/浙江；杭州万向职业技术学院/浙江,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约4；本层开设样例：陕西农林职业技术大学/陕西/排名886；丽水职业技术学院/浙江；杭州万向职业技术学院/浙江。
368,410116,农产品流通与管理,专科(高职),农林牧渔大类,农业类,,三年,,108506.0,10300.0,4,4,2,1,4,5,1,1,3,生物、语文、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含数学/统计/算法训练；课程文本含阅读、写作、文献或沟通训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=718,弱相关,digital_economy,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、语文、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、语文、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、语文、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
364,410117,棉花加工与经营管理,专科(高职),农林牧渔大类,农业类,,三年,,107228.0,9800.0,4,4,2,1,4,5,1,1,3,生物、语文、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含数学/统计/算法训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=714,弱相关,artificial_intelligence;bio_manufacturing,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、语文、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、语文、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、语文、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
8913,410118,休闲农业经营与管理,专科(高职),农林牧渔大类,农业类,,三年,,127303.0,14200.0,4,4,2,1,4,5,1,1,3,生物、语文、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含数学/统计/算法训练；课程文本含生命科学或医学基础训练；课程文本含阅读、写作、文献或沟通训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=1725,弱相关,bio_manufacturing;digital_economy,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、语文、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,1,湖南生物机电职业技术学院/湖南,第2层更看学科基础与区域行业应用结合，核心学科为生物、语文、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约1；本层开设样例：湖南生物机电职业技术学院/湖南。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、语文、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
9147,410119,现代农业经济管理,专科(高职),农林牧渔大类,农业类,,三年,,118330.0,11400.0,4,4,2,1,4,5,4,1,3,生物、语文、数学、化学、政治,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含数学/统计/算法训练；课程文本含政治、法学或公共治理训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=1974,弱相关,artificial_intelligence;digital_economy,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、语文、数学、化学、政治；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、语文、数学、化学、政治；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,1,上海农林职业技术学院/上海,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、语文、数学、化学、政治；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：上海农林职业技术学院/上海。
8914,410120,农村新型经济组织管理,专科(高职),农林牧渔大类,农业类,,三年,,132417.0,10200.0,4,4,2,1,4,5,1,1,3,生物、语文、数学、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；专业名称/专业类显示文本、法规、教育或传播方向；课程文本含数学/统计/算法训练；课程文本含阅读、写作、文献或沟通训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=1665,弱相关,digital_economy;artificial_intelligence,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、语文、数学、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、语文、数学、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、语文、数学、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
10006,410121,高标准农田建设与应用技术,专科(高职),农林牧渔大类,农业类,,三年,,0.0,0.0,3,4,2,1,4,5,4,1,3,生物、数学、化学、政治,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练；课程文本含政治、法学或公共治理训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2232,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学、政治；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学、政治；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学、政治；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
10008,410122,乡村治理技术,专科(高职),农林牧渔大类,农业类,,三年,,0.0,0.0,3,4,2,1,4,5,4,1,3,生物、数学、化学、政治,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要；课程文本含数学/统计/算法训练；课程文本含政治、法学或公共治理训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2214,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、数学、化学、政治；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、数学、化学、政治；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、数学、化学、政治；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
10269,410123,热带作物生产与加工技术,专科(高职),农林牧渔大类,农业类,,三年,,0.0,0.0,3,2,2,1,4,5,1,1,3,生物、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要,否,,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
10271,410124,智慧农业技术与装备,专科(高职),农林牧渔大类,农业类,,三年,,0.0,0.0,3,2,2,1,4,5,1,1,3,生物、化学,生命医药型：适合生物、化学基础好，能接受实验、规范阅读和长期记忆理解训练的学生。,农林牧渔类：生物、化学、地理生态和生产实践重要,否,,是,bio_manufacturing,high,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为生物、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为生物、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为生物、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
