special_id,专业代码,专业名称,专业类型,门类/大类,专业类,学校层级,学校层级名称,本层开设数,本层样例学校,升学适配度评分,升学适配度等级,估计平均升学/考研率区间,估计平均保研率区间,公开样本命中记录数,公开样本推免/保研记录数,公开样本覆盖年份数,公开样本年均去清北,公开样本年均去985,公开样本年均去211,公开样本年均去双一流,公开样本最佳去向举例,适配度解读,口径说明
9036,500104,铁道养路机械应用技术,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,24,暂无开设样本,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9037,500105,铁道机车运用与维护,专科(高职),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9037,500105,铁道机车运用与维护,专科(高职),交通运输大类,铁道运输类,2,区域重点/特色优势高校,1,山东职业学院/山东,31,低,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,区域重点/特色优势高校适合通过校内强学科、竞赛科研和考研把该专业向上迁移；铁道机车运用与维护属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9037,500105,铁道机车运用与维护,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,3,青海职业技术大学/青海/排名879；柳州铁道职业技术学院/广西；湖南铁路科技职业技术学院/湖南,17,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；铁道机车运用与维护属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9038,500106,铁道车辆技术,专科(高职),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9038,500106,铁道车辆技术,专科(高职),交通运输大类,铁道运输类,2,区域重点/特色优势高校,2,山东职业学院/山东；武汉铁路职业技术学院/湖北,32,低,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,区域重点/特色优势高校适合通过校内强学科、竞赛科研和考研把该专业向上迁移；铁道车辆技术属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9038,500106,铁道车辆技术,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,1,湖南铁路科技职业技术学院/湖南,16,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；铁道车辆技术属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
700,500107,铁道供电技术,专科(高职),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
700,500107,铁道供电技术,专科(高职),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,31,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
700,500107,铁道供电技术,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,2,柳州铁道职业技术学院/广西；郑州铁路职业技术学院/河南,17,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；铁道供电技术属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
710,500108,动车组检修技术,专科(高职),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
710,500108,动车组检修技术,专科(高职),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,31,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
710,500108,动车组检修技术,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,16,暂无开设样本,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9039,500109,高速铁路综合维修技术,专科(高职),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9039,500109,高速铁路综合维修技术,专科(高职),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,31,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9039,500109,高速铁路综合维修技术,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,1,湖南高速铁路职业技术学院/湖南,16,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；高速铁路综合维修技术属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
703,500110,铁道信号自动控制,专科(高职),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
703,500110,铁道信号自动控制,专科(高职),交通运输大类,铁道运输类,2,区域重点/特色优势高校,1,武汉铁路职业技术学院/湖北,31,低,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,区域重点/特色优势高校适合通过校内强学科、竞赛科研和考研把该专业向上迁移；铁道信号自动控制属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
703,500110,铁道信号自动控制,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,2,柳州铁道职业技术学院/广西；湖南铁路科技职业技术学院/湖南,17,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；铁道信号自动控制属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
704,500111,铁道通信与信息化技术,专科(高职),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
704,500111,铁道通信与信息化技术,专科(高职),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
704,500111,铁道通信与信息化技术,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,24,暂无开设样本,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
705,500112,铁道交通运营管理,专科(高职),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
705,500112,铁道交通运营管理,专科(高职),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,29,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
705,500112,铁道交通运营管理,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,4,柳州铁道职业技术学院/广西；武汉铁路桥梁职业学院/湖北；河北轨道运输职业技术学院/河北,15,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；铁道交通运营管理属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9040,500113,高速铁路客运服务,专科(高职),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9040,500113,高速铁路客运服务,专科(高职),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,31,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9040,500113,高速铁路客运服务,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,1,武汉外语外事职业学院/湖北,16,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；高速铁路客运服务属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
10282,500114,轨道车辆智能运维技术,专科(高职),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
10282,500114,轨道车辆智能运维技术,专科(高职),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,31,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
10282,500114,轨道车辆智能运维技术,专科(高职),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,16,暂无开设样本,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9592,300101,高速铁路工程,本科(职业),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9592,300101,高速铁路工程,本科(职业),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9592,300101,高速铁路工程,本科(职业),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9594,300102,高速铁路动车组技术,本科(职业),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9594,300102,高速铁路动车组技术,本科(职业),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9594,300102,高速铁路动车组技术,本科(职业),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9596,300103,高速铁路信号控制技术,本科(职业),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9596,300103,高速铁路信号控制技术,本科(职业),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9596,300103,高速铁路信号控制技术,本科(职业),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9597,300104,铁道机车智能运用技术,本科(职业),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9597,300104,铁道机车智能运用技术,本科(职业),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9597,300104,铁道机车智能运用技术,本科(职业),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9598,300105,高速铁路运营管理,本科(职业),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9598,300105,高速铁路运营管理,本科(职业),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9598,300105,高速铁路运营管理,本科(职业),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9910,300106,高速铁路通信技术,本科(职业),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9910,300106,高速铁路通信技术,本科(职业),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9910,300106,高速铁路通信技术,本科(职业),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9911,300107,高速铁路智能供电技术,本科(职业),交通运输大类,铁道运输类,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9911,300107,高速铁路智能供电技术,本科(职业),交通运输大类,铁道运输类,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9911,300107,高速铁路智能供电技术,本科(职业),交通运输大类,铁道运输类,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
1078,590101,社会工作,专科(高职),公共管理与服务大类,公共事业类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,977,79,7,1.14,20.29,77.86,87.57,北京大学、华东师范大学、中国人民大学、重庆大学、华中科技大学、北京师范大学,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
1078,590101,社会工作,专科(高职),公共管理与服务大类,公共事业类,2,区域重点/特色优势高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,977,79,7,1.14,20.29,77.86,87.57,北京大学、华东师范大学、中国人民大学、重庆大学、华中科技大学、北京师范大学,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
1078,590101,社会工作,专科(高职),公共管理与服务大类,公共事业类,3,普通应用/职业供给高校,1,武汉民政职业学院/湖北,33,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,977,79,7,1.14,20.29,77.86,87.57,北京大学、华东师范大学、中国人民大学、重庆大学、华中科技大学、北京师范大学,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；社会工作属于公共管理与服务大类方向，综合判断为低；公开去向样本命中977条，已见较好去向包括北京大学、华东师范大学、中国人民大学、重庆大学、华中科技大学、北京师范大学。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9140,590102,党务工作,专科(高职),公共管理与服务大类,公共事业类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9140,590102,党务工作,专科(高职),公共管理与服务大类,公共事业类,2,区域重点/特色优势高校,0,,29,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9140,590102,党务工作,专科(高职),公共管理与服务大类,公共事业类,3,普通应用/职业供给高校,0,,14,暂无开设样本,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
1080,590103,青少年工作与管理,专科(高职),公共管理与服务大类,公共事业类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
1080,590103,青少年工作与管理,专科(高职),公共管理与服务大类,公共事业类,2,区域重点/特色优势高校,0,,29,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
1080,590103,青少年工作与管理,专科(高职),公共管理与服务大类,公共事业类,3,普通应用/职业供给高校,0,,14,暂无开设样本,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
1081,590104,社区管理与服务,专科(高职),公共管理与服务大类,公共事业类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
1081,590104,社区管理与服务,专科(高职),公共管理与服务大类,公共事业类,2,区域重点/特色优势高校,0,,29,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
1081,590104,社区管理与服务,专科(高职),公共管理与服务大类,公共事业类,3,普通应用/职业供给高校,3,安徽职业技术大学/安徽/排名998；安徽城市管理职业学院/安徽；安徽矿业职业技术学院/安徽,15,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；社区管理与服务属于公共管理与服务大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
1082,590105,公共关系,专科(高职),公共管理与服务大类,公共事业类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
